order_item_id,order_id,product_id,quantity,discount_pct
OI001334,O00777,PR052,4.0,0.15
OI001335,O00777,PR027,5.0,0.1
OI001336,O00777,PR080,4.0,0.15
OI001337,O00778,PR052,2.0,0.0
OI001338,O00779,PR069,3.0,0.05
OI001339,O00780,PR017,5.0,0.1
OI001340,O00780,PR037,2.0,0.0
OI001341,O00781,PR040,5.0,0.0
OI001342,O00781,PR021,1.0,0.0
OI001343,O00782,PR070,5.0,0.0
OI001344,O00782,PR031,3.0,0.15
OI001345,O00782,PR055,5.0,0.0
OI001346,O00783,PR048,3.0,0.15
OI001347,O00783,PR065,3.0,0.0
OI001348,O00784,PR016,4.0,0.0
OI001349,O00785,PR001,4.0,0.0
OI001350,O00785,PR031,,0.1
OI001351,O00786,PR005,5.0,0.2
OI001352,O00786,PR077,2.0,0.0
OI001353,O00787,PR074,2.0,0.15
OI001354,O00788,PR032,1.0,0.0
OI001355,O00789,PR025,3.0,0.05
OI001356,O00789,PR013,2.0,0.15
OI001357,O00790,PR053,1.0,0.0
OI001358,O00791,PR017,4.0,0.0
OI001359,O00792,PR048,5.0,0.05
OI001360,O00793,PR067,4.0,0.2
OI001361,O00793,PR034,5.0,0.05
OI001362,O00794,PR057,4.0,0.15
OI001363,O00794,PR054,2.0,0.0
OI001364,O00795,PR063,4.0,0.0
OI001365,O00795,PR066,5.0,0.0
OI001366,O00796,PR059,4.0,0.0
OI001367,O00796,PR021,5.0,0.0
OI001368,O00797,PR016,5.0,0.2
OI001369,O00797,PR053,1.0,0.0
OI001370,O00797,PR048,5.0,0.0
OI001371,O00798,PR020,1.0,0.0
OI001372,O00799,PR048,3.0,0.0
OI001373,O00800,PR019,2.0,0.2
OI001374,O00801,PR007,3.0,0.0
OI001375,O00801,PR028,2.0,0.2
OI001376,O00802,PR001,1.0,0.1
OI001377,O00802,PR045,1.0,0.2
OI001378,O00803,PR062,5.0,0.0
OI001379,O00804,PR044,4.0,0.05
OI001380,O00804,PR078,2.0,0.2
OI001381,O00805,PR059,4.0,0.15
OI001382,O00806,PR042,1.0,0.2
OI001383,O00807,PR080,4.0,0.05
OI001384,O00807,PR030,4.0,0.0
OI001385,O00808,PR057,3.0,0.15
OI001386,O00808,PR012,2.0,0.15
OI001387,O00809,PR005,3.0,0.1
OI001388,O00810,PR072,1.0,0.0
OI001389,O00810,PR080,5.0,0.1
OI001390,O00811,PR073,5.0,0.0
OI001391,O00811,PR061,5.0,0.0
OI001392,O00812,PR069,2.0,0.0
OI001393,O00813,PR027,2.0,0.2
OI001394,O00814,PR075,4.0,0.0
OI001395,O00814,PR069,5.0,0.0
OI001396,O00815,PR006,4.0,0.2
OI001397,O00816,PR044,4.0,0.0
OI001398,O00816,PR054,1.0,0.2
OI001399,O00816,PR068,3.0,0.05
OI001400,O00817,PR015,,0.1
OI001401,O00818,PR019,2.0,0.0
OI001402,O00819,PR020,3.0,0.05
OI001403,O00819,PR022,1.0,0.1
OI001404,O00820,PR024,1.0,0.15
OI001405,O00820,PR008,3.0,0.05
OI001406,O00820,PR013,3.0,0.0
OI001407,O00820,PR053,3.0,0.0
OI001408,O00821,PR016,1.0,0.0
OI001409,O00822,PR077,5.0,0.0
OI001410,O00823,PR065,4.0,0.0
OI001411,O00824,PR041,4.0,0.1
OI001412,O00825,PR062,1.0,0.05
OI001413,O00826,PR003,3.0,0.1
OI001414,O00826,PR076,1.0,0.0
OI001415,O00827,PR017,3.0,0.1
OI001416,O00827,PR053,4.0,0.0
OI001417,O00828,PR065,2.0,0.2
OI001418,O00828,PR019,3.0,0.1
OI001419,O00828,PR022,2.0,0.1
OI001420,O00829,PR072,4.0,0.0
OI001421,O00829,PR001,4.0,0.2
OI001422,O00829,PR080,3.0,0.15
OI001423,O00829,PR022,1.0,0.0
OI001424,O00830,PR062,3.0,0.1
OI001425,O00830,PR033,4.0,0.0
OI001426,O00830,PR005,2.0,0.1
OI001427,O00831,PR037,1.0,0.0
OI001428,O00831,PR069,5.0,0.0
OI001429,O00831,PR039,1.0,0.05
OI001430,O00832,PR018,5.0,0.0
OI001431,O00832,PR056,2.0,0.1
OI001432,O00833,PR041,3.0,0.15
OI001433,O00833,PR034,4.0,0.0
OI001434,O00834,PR042,3.0,0.0
OI001435,O00835,PR077,3.0,0.0
OI001436,O00836,PR018,1.0,0.1
OI001437,O00836,PR061,1.0,0.0
OI001438,O00836,PR023,4.0,0.1
OI001439,O00837,PR063,4.0,0.1
OI001440,O00837,PR011,1.0,0.1
OI001441,O00837,PR004,4.0,0.15
OI001442,O00838,PR049,5.0,0.0
OI001443,O00839,PR002,1.0,0.05
OI001444,O00840,PR025,4.0,0.0
OI001445,O00841,PR003,3.0,0.15
OI001446,O00842,PR046,2.0,0.0
OI001447,O00842,PR079,3.0,0.2
OI001448,O00842,PR029,2.0,0.05
OI001449,O00843,PR005,3.0,0.05
OI001450,O00843,PR078,,0.0
OI001451,O00843,PR026,4.0,0.0
OI001452,O00843,PR036,5.0,0.1
OI001453,O00844,PR071,2.0,0.15
OI001454,O00845,PR078,5.0,0.0
OI001455,O00845,PR009,5.0,0.0
OI001456,O00846,PR017,3.0,0.1
OI001457,O00846,PR030,5.0,0.15
OI001458,O00847,PR025,1.0,0.15
OI001459,O00847,PR069,5.0,0.0
OI001460,O00848,PR059,1.0,0.05
OI001461,O00848,PR007,3.0,0.05
OI001462,O00849,PR053,3.0,0.0
OI001463,O00849,PR067,4.0,0.05
OI001464,O00849,PR047,5.0,0.2
OI001465,O00850,PR029,1.0,0.0
OI001466,O00851,PR069,4.0,0.0
OI001467,O00851,PR001,4.0,0.0
OI001468,O00851,PR043,1.0,0.1
OI001469,O00852,PR029,4.0,0.0
OI001470,O00852,PR032,2.0,0.0
OI001471,O00852,PR043,3.0,0.0
OI001472,O00853,PR013,1.0,0.05
OI001473,O00853,PR056,1.0,0.1
OI001474,O00854,PR043,3.0,0.0
OI001475,O00854,PR014,4.0,0.0
OI001476,O00855,PR007,3.0,0.1
OI001477,O00855,PR031,1.0,0.2
OI001478,O00855,PR077,5.0,0.05
OI001479,O00855,PR013,4.0,0.1
OI001480,O00856,PR008,1.0,0.05
OI001481,O00857,PR009,2.0,0.0
OI001482,O00858,PR057,1.0,0.0
OI001483,O00858,PR079,4.0,0.0
OI001484,O00858,PR014,1.0,0.1
OI001485,O00859,PR049,4.0,0.0
OI001486,O00860,PR053,2.0,0.2
OI001487,O00860,PR077,5.0,0.0
OI001488,O00861,PR060,4.0,0.1
OI001489,O00862,PR044,1.0,0.05
OI001490,O00862,PR067,3.0,0.1
OI001491,O00863,PR014,1.0,0.1
OI001492,O00864,PR076,2.0,0.1
OI001493,O00864,PR017,5.0,0.0
OI001494,O00865,PR062,5.0,0.05
OI001495,O00866,PR018,1.0,0.0
OI001496,O00867,PR075,4.0,0.1
OI001497,O00868,PR046,3.0,0.1
OI001498,O00868,PR070,2.0,0.0
OI001499,O00868,PR061,3.0,0.1
OI001500,O00868,PR044,,0.0
OI001501,O00869,PR067,5.0,0.15
OI001502,O00869,PR019,1.0,0.0
OI001503,O00869,PR065,5.0,0.2
OI001504,O00869,PR007,4.0,0.0
OI001505,O00870,PR026,2.0,0.2
OI001506,O00871,PR025,4.0,0.15
OI001507,O00872,PR060,5.0,0.15
OI001508,O00872,PR043,5.0,0.1
OI001509,O00873,PR079,3.0,0.05
OI001510,O00873,PR043,2.0,0.0
OI001511,O00873,PR059,1.0,0.05
OI001512,O00873,PR029,1.0,0.15
OI001513,O00874,PR030,4.0,0.1
OI001514,O00875,PR062,3.0,0.2
OI001515,O00876,PR027,4.0,0.0
OI001516,O00876,PR001,3.0,0.0
OI001517,O00877,PR004,5.0,0.0
OI001518,O00878,PR057,2.0,0.15
OI001519,O00879,PR047,1.0,0.0
OI001520,O00879,PR026,2.0,0.0
OI001521,O00880,PR034,2.0,0.0
OI001522,O00881,PR032,2.0,0.0
OI001523,O00881,PR003,2.0,0.2
OI001524,O00881,PR034,1.0,0.0
OI001525,O00882,PR018,4.0,0.15
OI001526,O00882,PR015,3.0,0.0
OI001527,O00882,PR040,4.0,0.0
OI001528,O00883,PR048,2.0,0.1
OI001529,O00884,PR080,4.0,0.15
OI001530,O00884,PR009,1.0,0.0
OI001531,O00884,PR017,2.0,0.0
OI001532,O00884,PR069,4.0,0.15
OI001533,O00885,PR077,4.0,0.15
OI001534,O00886,PR006,5.0,0.1
OI001535,O00887,PR069,3.0,0.2
OI001536,O00888,PR032,1.0,0.15
OI001537,O00889,PR017,5.0,0.1
OI001538,O00889,PR063,2.0,0.15
OI001539,O00890,PR061,5.0,0.0
OI001540,O00891,PR050,5.0,0.0
OI001541,O00892,PR060,2.0,0.0
OI001542,O00893,PR068,4.0,0.15
OI001543,O00893,PR064,4.0,0.0
OI001544,O00894,PR075,1.0,0.0
OI001545,O00894,PR029,2.0,0.05
OI001546,O00895,PR051,2.0,0.0
OI001547,O00895,PR055,4.0,0.1
OI001548,O00895,PR021,3.0,0.0
OI001549,O00896,PR018,1.0,0.0
OI001550,O00896,PR057,,0.0
OI001551,O00897,PR006,4.0,0.1
OI001552,O00898,PR055,4.0,0.05
OI001553,O00898,PR056,4.0,0.0
OI001554,O00899,PR041,3.0,0.05
OI001555,O00899,PR004,2.0,0.05
OI001556,O00899,PR030,3.0,0.15
OI001557,O00900,PR011,3.0,0.2
OI001558,O00016,PR070,1.0,0.2
OI001559,O00016,PR036,2.0,0.0
OI000004,O00002,PR065,1.0,0.2
